Facility Name,City,State,ZIP Code,Payment Measure ID,Payment Measure Name,Payment Category,Payment,Value of Care Display ID,Value of Care Display Name,Value of Care Category,value_code
OHSU HOSPITAL AND CLINICS,PORTLAND,OR,97239,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,23284,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
OHSU HOSPITAL AND CLINICS,PORTLAND,OR,97239,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,18515,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
OHSU HOSPITAL AND CLINICS,PORTLAND,OR,97239,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,19732,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
OHSU HOSPITAL AND CLINICS,PORTLAND,OR,97239,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,18075,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
GOOD SAMARITAN REGIONAL MEDICAL CENTER,CORVALLIS,OR,97330,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,23763,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
GOOD SAMARITAN REGIONAL MEDICAL CENTER,CORVALLIS,OR,97330,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,15963,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Worse Mortality and Lower Payment,HF
GOOD SAMARITAN REGIONAL MEDICAL CENTER,CORVALLIS,OR,97330,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16524,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
GOOD SAMARITAN REGIONAL MEDICAL CENTER,CORVALLIS,OR,97330,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,17761,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
LEGACY GOOD SAMARITAN MEDICAL CENTER,PORTLAND,OR,97210,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,25517,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
LEGACY GOOD SAMARITAN MEDICAL CENTER,PORTLAND,OR,97210,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17735,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
LEGACY GOOD SAMARITAN MEDICAL CENTER,PORTLAND,OR,97210,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17910,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Average Payment,PN
LEGACY GOOD SAMARITAN MEDICAL CENTER,PORTLAND,OR,97210,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,18118,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
ASANTE ROGUE REGIONAL MEDICAL CENTER,MEDFORD,OR,97504,PAYM_30_AMI,Payment for heart attack patients,Less Than the National Average Payment,23548,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Lower Payment,AMI
ASANTE ROGUE REGIONAL MEDICAL CENTER,MEDFORD,OR,97504,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,14839,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,HF
ASANTE ROGUE REGIONAL MEDICAL CENTER,MEDFORD,OR,97504,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16349,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
ASANTE ROGUE REGIONAL MEDICAL CENTER,MEDFORD,OR,97504,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,17716,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
MCKENZIE-WILLAMETTE MEDICAL CENTER,SPRINGFIELD,OR,97477,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,25416,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
MCKENZIE-WILLAMETTE MEDICAL CENTER,SPRINGFIELD,OR,97477,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,15466,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Worse Mortality and Lower Payment,HF
MCKENZIE-WILLAMETTE MEDICAL CENTER,SPRINGFIELD,OR,97477,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,15798,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
MCKENZIE-WILLAMETTE MEDICAL CENTER,SPRINGFIELD,OR,97477,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,17159,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
TUALITY COMMUNITY HOSPITAL,HILLSBORO,OR,97123,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,24700,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
TUALITY COMMUNITY HOSPITAL,HILLSBORO,OR,97123,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16786,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
TUALITY COMMUNITY HOSPITAL,HILLSBORO,OR,97123,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17090,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
TUALITY COMMUNITY HOSPITAL,HILLSBORO,OR,97123,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,19454,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
SAMARITAN ALBANY GENERAL HOSPITAL,ALBANY,OR,97321,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16030,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Worse Mortality and Average Payment,HF
SAMARITAN ALBANY GENERAL HOSPITAL,ALBANY,OR,97321,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18257,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
SAMARITAN ALBANY GENERAL HOSPITAL,ALBANY,OR,97321,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,17222,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
LEGACY MOUNT HOOD MEDICAL CENTER,GRESHAM,OR,97030,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,26330,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
LEGACY MOUNT HOOD MEDICAL CENTER,GRESHAM,OR,97030,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,15683,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,HF
LEGACY MOUNT HOOD MEDICAL CENTER,GRESHAM,OR,97030,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16849,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
LEGACY MOUNT HOOD MEDICAL CENTER,GRESHAM,OR,97030,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,17173,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
MERCY MEDICAL CENTER,ROSEBURG,OR,97471,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,23595,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
MERCY MEDICAL CENTER,ROSEBURG,OR,97471,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,15075,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Worse Mortality and Lower Payment,HF
MERCY MEDICAL CENTER,ROSEBURG,OR,97471,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16258,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
MERCY MEDICAL CENTER,ROSEBURG,OR,97471,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,17471,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
LEGACY SILVERTON MEDICAL CENTER,SILVERTON,OR,97381,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16747,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
LEGACY SILVERTON MEDICAL CENTER,SILVERTON,OR,97381,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,16378,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
LEGACY SILVERTON MEDICAL CENTER,SILVERTON,OR,97381,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,17669,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
SACRED HEART UNIVERSITY DISTRICT,EUGENE,OR,97401,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17080,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
SACRED HEART UNIVERSITY DISTRICT,EUGENE,OR,97401,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,15666,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
PROVIDENCE NEWBERG MEDICAL CENTER,NEWBERG,OR,97132,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,14218,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,HF
PROVIDENCE NEWBERG MEDICAL CENTER,NEWBERG,OR,97132,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18110,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
PROVIDENCE NEWBERG MEDICAL CENTER,NEWBERG,OR,97132,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,18905,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,OREGON CITY,OR,97045,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16908,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,OREGON CITY,OR,97045,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17566,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,OREGON CITY,OR,97045,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,18891,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
ST CHARLES REDMOND,REDMOND,OR,97756,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16236,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
ST CHARLES REDMOND,REDMOND,OR,97756,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17756,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
ST CHARLES REDMOND,REDMOND,OR,97756,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,17904,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
ST CHARLES MEDICAL CENTER - BEND,BEND,OR,97701,PAYM_30_AMI,Payment for heart attack patients,Less Than the National Average Payment,23759,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Lower Payment,AMI
ST CHARLES MEDICAL CENTER - BEND,BEND,OR,97701,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,15676,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,HF
ST CHARLES MEDICAL CENTER - BEND,BEND,OR,97701,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,18244,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
ST CHARLES MEDICAL CENTER - BEND,BEND,OR,97701,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,17774,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
SKY LAKES MEDICAL CENTER,KLAMATH FALLS,OR,97601,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,27156,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
SKY LAKES MEDICAL CENTER,KLAMATH FALLS,OR,97601,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,15670,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,HF
SKY LAKES MEDICAL CENTER,KLAMATH FALLS,OR,97601,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16536,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
SKY LAKES MEDICAL CENTER,KLAMATH FALLS,OR,97601,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,18952,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
SALEM HOSPITAL,SALEM,OR,97301,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,24775,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
SALEM HOSPITAL,SALEM,OR,97301,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,16180,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,HF
SALEM HOSPITAL,SALEM,OR,97301,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17558,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
SALEM HOSPITAL,SALEM,OR,97301,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,17851,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC",ONTARIO,OR,97914,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16722,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC",ONTARIO,OR,97914,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,17107,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC",ONTARIO,OR,97914,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,19424,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
SANTIAM HOSPITAL,STAYTON,OR,97383,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,16550,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,PN
ADVENTIST HEALTH PORTLAND,PORTLAND,OR,97216,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,24043,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
ADVENTIST HEALTH PORTLAND,PORTLAND,OR,97216,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,16385,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
ADVENTIST HEALTH PORTLAND,PORTLAND,OR,97216,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16848,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
ADVENTIST HEALTH PORTLAND,PORTLAND,OR,97216,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,18744,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
PROVIDENCE PORTLAND MEDICAL CENTER,PORTLAND,OR,97213,PAYM_30_AMI,Payment for heart attack patients,Less Than the National Average Payment,23440,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Lower Payment,AMI
PROVIDENCE PORTLAND MEDICAL CENTER,PORTLAND,OR,97213,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,17129,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,HF
PROVIDENCE PORTLAND MEDICAL CENTER,PORTLAND,OR,97213,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,16376,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,PN
PROVIDENCE PORTLAND MEDICAL CENTER,PORTLAND,OR,97213,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,18283,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,KNEE
WILLAMETTE VALLEY MEDICAL CENTER,MCMINNVILLE,OR,97128,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,23061,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,AMI
